N,P,K,temperature,humidity,ph,rainfall,label
64.0,53.0,38.0,26.24347471,78.51063754,6.855362875,183.4065252,jute
65.0,54.0,39.0,23.75091572,71.14782585,7.124571593,160.0889553,jute
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,jute
86.0,39.0,43.0,26.14576648,71.23690851,6.432051512,193.1007598,jute
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
91.0,38.0,36.0,26.5232969,77.17331847,7.287318722999999,157.8548562,jute
87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,jute
72.0,41.0,36.0,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
71.0,54.0,35.0,26.63952463,70.95705996,7.311077075,199.3355744,jute
82.0,46.0,41.0,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,jute
80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.64426540000005,jute
77.0,55.0,43.0,25.49941707,75.99987588,6.663559451,193.71418280000003,jute
95.0,57.0,41.0,23.24925555,73.65346838,6.434610995,184.7674863,jute
63.0,47.0,35.0,26.98582182,89.05587886,7.432768147000001,193.8778713,jute
93.0,43.0,38.0,23.61475336,86.14290267,6.987332927000001,150.2355238,jute
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,jute
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,jute
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,jute
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,jute
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,jute
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,coffee
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,coffee
109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,coffee
111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,coffee
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,coffee
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,coffee
81.0,30.0,31.0,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee
81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,coffee
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,coffee
109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee
100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,coffee
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,coffee
83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,coffee
104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,coffee
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,coffee
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,coffee
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,coffee
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,coffee
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,coffee
117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,coffee
80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.37712019999995,coffee
88.0,21.0,27.0,24.43011925,66.02411187,7.231166546,181.6368274,coffee
113.0,33.0,34.0,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,coffee
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,coffee
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,coffee
97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,coffee
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,coffee
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee
112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,coffee
99.0,19.0,33.0,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
120.0,20.0,34.0,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,coffee
100.0,40.0,35.0,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
108.0,35.0,25.0,23.98143338,61.10935084,6.971963169,161.5279095,coffee
115.0,31.0,30.0,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,coffee
82.0,24.0,26.0,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee
87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,coffee
118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,coffee
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,coffee
97.0,22.0,26.0,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee
99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
89.0,28.0,33.0,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee
112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,coffee
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,coffee
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,coffee
119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,coffee
86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,coffee
117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,coffee
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,coffee
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,coffee
101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,coffee
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,coffee
116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,coffee
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,coffee
101.0,33.0,33.0,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,coffee
103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,coffee
106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,coffee
97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,coffee
107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,coffee
104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
103.35890836904818,17.913879936630742,30.440629769140443,23.628000986886963,60.451311174865744,6.765587556969562,140.7303747022446,coffee
3.8494598248780094,19.798781799988898,42.07222229347527,24.124940384781805,93.70657056351416,6.526810483037315,105.29023831220478,pomegranate
8.963400146101943,60.036864370683205,23.673939303844982,31.981895784254725,57.44669520259514,6.271974549750775,64.00682552583523,mothbeans
14.078705623041223,21.705279727242083,8.76041443464423,17.240905737749603,90.70901999058627,6.54781655366959,111.31060080121463,orange
51.64585397253277,65.31737736449216,19.565796981623915,32.81700644441682,66.10654767810722,6.810500140965773,69.37584882727326,blackgram
125.40705062130306,60.222353647431355,17.306516952548435,24.157702057290233,84.14161681844308,6.788363540096096,80.2764950254411,cotton
55.5895360005357,79.37812498097199,14.704433699091508,29.46739366372761,63.2926238623976,7.455052807462071,71.18166193729884,blackgram
31.8216510634308,77.55688726107779,76.44336342075405,17.55125529095854,14.76337194608579,8.519250325810129,89.43185680704265,chickpea
129.3871934093899,60.13610852649471,21.967388072381183,24.53156900817726,79.21901122371986,5.9578038659710515,70.98569534457874,cotton
86.07715664531891,26.188485036449546,27.249142042976338,27.113412454373297,52.69326556656433,6.083101675386201,192.59722664340762,coffee
108.92372515232634,23.4491713438833,24.66208478020097,25.14919889384244,68.75732013297598,7.016009363318975,196.46773222252185,coffee
33.1832580338993,74.5673855146915,20.50539196351625,33.08130819132906,68.80974827908987,6.667770025987757,62.54919157972608,blackgram
21.721774924677867,60.07521220487266,17.494150472151627,19.702423066660792,61.04725267780428,6.7428218636677135,42.01872136608182,lentil
19.723834731828248,67.39051510040201,22.675852387291595,25.47121432781811,64.18257605079462,7.716877223646267,63.333233986085226,blackgram
88.0712969113242,17.063687056281122,51.56815626808412,29.89712906622898,90.62576923102762,6.635836622356049,25.49024050291222,muskmelon
19.920012981916187,59.53004962925244,22.67662397169194,29.642236591513953,43.084868713351185,6.865207254048534,186.22895943768933,pigeonpeas
1.8403698893705105,20.861229239613532,43.594499894704015,18.895216771452326,86.90509361018742,6.566765285690963,103.26728152269419,pomegranate
0.008528641971549586,35.79616523383028,25.386034258009996,34.14758480139769,51.53346469547778,5.097804534405846,96.57252304796735,mango
8.002159801613367,25.214992442947747,36.471452091326626,19.963051232213353,94.6642544666159,6.8317035767786765,104.06603283263203,pomegranate
98.73145071386523,15.2425421063352,27.38225341269822,27.43412746070588,56.851255472452664,6.07081302721312,127.98947263958438,coffee
1.2277762025573389,59.047352809294956,23.20285280037495,27.415348768617132,87.58747759306601,7.1736959564903575,43.54561624645531,mungbean
36.941994725817025,4.178577565382842,33.978384280457966,25.737853862985894,94.14717533056525,5.778199477091109,152.19274158590292,coconut
2.970835433095273,9.141634410281466,45.557671663283436,23.821119530912352,90.01599521987697,6.525824372055754,104.54677615846926,pomegranate
32.69599371412369,29.11293963014686,34.34917058782999,31.401685565333167,49.084903115909974,6.831522070768074,93.22434591895727,mango
27.887994212821997,7.454390227010687,27.64739669242986,26.893653344370282,91.54461572631817,6.104980075227015,214.5452805238934,coconut
24.556501097758744,20.80661772367249,10.970740607349828,32.24731019562468,90.2307135105207,6.463497177458439,104.63709533101118,orange
60.75349971685722,48.87628047561843,44.703305588768764,20.813325549866104,85.01931473844884,6.253608830522657,239.55083609142397,rice
26.392776699238013,67.16818059436595,24.04762492609668,36.97730992374927,37.69194693509427,5.656417501062629,162.05196462253016,pigeonpeas
35.84176707058119,66.90258817028202,24.82294790761719,35.9894349084559,36.61441271627634,6.41659857386974,134.49735192129432,pigeonpeas
114.10408125528802,20.45013696965239,25.95879633868806,25.573962403462424,62.793823771869214,7.268577278670559,193.71069535865922,coffee
97.10894620921883,25.236969490045297,49.54184917521377,26.278727727590432,80.90335770837167,6.11123756750881,48.52772030571332,watermelon
2.293970978351213,21.181657989549954,35.13826422239553,25.05082576720733,91.20959148059964,6.299973535107058,179.82772993760076,coconut
115.73264441522531,27.593274279666986,34.400222479080874,23.425654610680386,60.41809822836192,6.431300381957861,122.09469127053332,coffee
73.821304621936,38.32118626234816,38.002176590599106,23.283344561588525,84.47862484514457,7.784542916550227,233.58903812138888,rice
27.826806746757995,67.79702266163692,18.552764137222223,34.69762751826296,61.57621575017412,7.704921916013881,73.11161563648284,blackgram
26.58872612251017,79.80414436328158,24.281057709749703,28.434921802463464,61.84984765068102,7.806888049665169,48.226113011341326,lentil
28.006583064555173,45.83390560236194,15.629667563938014,29.072990843890608,84.99026248613478,6.674683879730185,46.43531428590058,mungbean
90.90042998047645,37.717086563754854,36.09313969158687,26.528441555584504,77.34133671717505,7.279237201760712,157.91108514088316,jute
59.84372026488375,57.0685690684758,24.024558833004612,18.696844493086424,61.66835883017613,6.125373318571227,73.8536987058449,maize
26.765406317910244,73.07338970146607,79.2611425572236,19.210057968663317,15.591813495663432,7.370365653854926,82.40132347300299,chickpea
72.05363451190487,44.700430866274516,34.00692091249687,25.391296526067556,82.85726862687697,5.753961932843814,195.12020729759018,rice
42.99366969043729,49.837545797162335,47.82215438586534,28.3568181466597,91.52364795623195,6.637143500377439,178.8385542922374,papaya
21.9701942301189,8.227385475754275,33.6908723413854,28.449165084469254,95.47352297714569,5.667028580110414,204.2557944561212,coconut
82.47159616993048,59.51234627316968,36.057522575343604,25.606285861596362,80.48417458601534,6.900052187604205,201.16866918267965,rice
13.202711864733713,28.92671396141115,31.958963698479483,35.65574698660408,48.80810250711884,6.943323953143672,97.92840122177785,mango
83.98507711948795,7.4264503505360215,50.98377252485899,26.81126779701218,87.91698723446456,6.392970891874792,55.856304784161075,watermelon
39.379871537668556,16.69996373293792,44.03104990703958,18.13542651987955,90.31722264503236,6.927787026584393,104.53462468968651,pomegranate
106.8830767170868,44.692892144722954,24.99420274521148,23.090350591406327,83.40014098926952,7.245111707691131,71.23885995453186,cotton
16.937104156469875,58.00516547680059,24.770533759665916,31.19156144905275,43.605310120052316,6.453567820894862,32.66085399655877,mothbeans
96.35516089974422,13.425165964046826,54.75917457835182,29.48124867481124,94.4571201313314,6.698429575814452,21.027940911172117,muskmelon
18.67246284599219,120.04561753323053,196.09758779486825,18.75246711121357,81.34927333727842,5.9450433571418095,72.81707086826245,grapes
98.93571202646584,5.8637078387592965,47.23559414354182,28.630210040778344,94.53775849052319,6.391390698346535,29.525435620056587,muskmelon
92.2745082290756,39.586541348366424,29.697791746282103,23.254510510403435,55.63522300464598,6.023310792502409,171.37710431105424,coffee
3.2241992038755067,57.95291561242786,20.281036018164784,25.300625895257607,46.85069873664964,9.161159572837057,55.84447973804983,mothbeans
39.949772660405294,144.21266771762353,196.65670001287742,22.684944792508727,92.16662010617668,5.9901936746518185,107.35900267285558,apple
30.645908416146764,122.14822909787168,197.26565891249822,21.375379133961555,92.95144979143281,5.569328007800485,106.5088646445976,apple
82.3977605806425,29.229963423674704,34.25255742345902,26.683235738381097,51.950735218690944,6.254243702427318,156.6688125720013,coffee
24.337910813108316,75.25753820005448,23.489301403606365,15.327073363850083,25.051524965192524,5.576274825380584,136.35937800742963,kidneybeans
40.253249913765536,62.96607291116205,18.370475473480596,30.438949792425344,67.80999742416321,6.742278194865092,64.07337318374495,blackgram
26.81340290914981,62.42192034680345,25.002856802693472,28.689582648949287,66.83753577523491,7.351288889089098,61.82075147322804,blackgram
24.36007073276748,36.728795093121775,21.22497588551615,30.61771823451469,58.237230220659875,5.8158365622702375,62.803224963295435,mothbeans
109.79595919268368,20.94352977228067,53.397996724592886,26.823055996229094,87.70497857989882,6.7591334125969045,47.29313807354887,watermelon
3.0699835178933244,66.53983346102194,23.25774301938582,17.023238704855995,20.222316702683468,5.520278548388303,103.45233220541536,kidneybeans
101.56510631629895,37.056970666714506,24.7302755987749,25.3870399458475,77.5414410484467,5.909661806543804,72.16745493902543,cotton
29.244582043994352,67.15454404320806,21.670236653076508,29.745352464440213,63.43906111436974,6.598930211811585,63.119030581567294,blackgram
39.275714037631495,36.9695252837172,15.861020552241472,29.025479953330727,83.76055669127871,6.811920467706771,60.261771286858895,mungbean
25.913333898088386,68.07691002870915,24.43350406045799,28.042957311733087,63.51565026557043,7.50013444943199,37.81177328803497,lentil
6.291198090672494,48.419975817778386,23.64970221552259,28.684127614861644,84.53572210756442,6.796906036963484,49.10210549864335,mungbean
4.96985501706337,56.0208237902669,23.764486033115915,24.905934699338438,44.661545130561834,5.0319852108826,188.15081375672835,pigeonpeas
19.759546672403808,8.031912994657617,12.343015940349854,25.19943498846629,94.54224881730076,7.279734118881699,117.66619346097454,orange
106.63485071232064,71.21473953548964,55.24565003809283,29.37235223158078,84.02417537475414,6.0936790102603835,117.77878350064827,banana
4.451206247281859,65.08475485293702,18.822901513537413,18.306645425516486,67.99683058318176,6.990979051731817,48.30754475371108,lentil
34.76123118298539,141.94992585677687,204.3965980935103,21.114918507701447,89.84750958653859,5.899978818147847,122.72605177330271,apple
113.8440819451904,26.89296743242654,48.55923731864717,27.748354269336257,93.16924201600293,6.51948829977232,25.850923307573506,muskmelon
86.55058146789204,59.71776797560724,24.247645926029467,20.272145137967907,63.89318312246245,6.4551429951541115,61.826786432360365,maize
36.66250406807717,22.535336491680575,11.758093070593967,31.64579281500694,90.71282477462685,6.402163825125294,113.92120491100145,orange
14.853717619396173,139.9569904236584,194.9034381265193,13.29445346194613,83.35130939330965,5.704164706543166,65.81768448456963,grapes
81.92619471978468,24.037337056626406,33.09868872699219,26.528130959529197,67.17739977086944,6.813030574854658,120.39676933348817,coffee
36.36038399879084,55.91019772576165,25.683309329385985,22.009613717613792,19.561493840766815,5.781530002560589,126.7726817315264,kidneybeans
28.92955855171847,25.344853904994356,34.65780397649418,28.36993877976002,91.9258618012037,5.542858165453176,161.16351134068412,coconut
61.68920662304703,59.02755751245768,41.05424644768987,24.328664048092033,75.03858809474595,7.165477841072696,192.60774538832283,jute
29.794959212489992,120.20268375831145,201.52923986762292,38.07527137554706,82.38559065635262,6.226450473955875,65.0456520397131,grapes
15.376023291560273,14.221949553980611,7.613462449588196,9.967520501560616,90.5741728786736,6.2264616105028425,119.26797709450433,orange
26.657447260875248,60.44245156080859,15.137639487005961,25.22827047081173,67.34219273458919,6.9619127020709275,48.629009910138485,lentil
114.07789464530342,20.199619801974656,26.07198962018658,25.364993404144368,62.681499478812185,7.275106323997311,194.0298504259884,coffee
106.63130464670648,43.475244146845704,17.68800433375611,22.480784783547172,82.37285488643643,6.742349054416539,65.79627647858732,cotton
34.613245736190144,128.00558783192957,204.3575737915869,21.170084776464407,93.92421595084787,6.02658403721521,108.33678357869327,apple
82.75903889353002,94.37148071734643,47.02521881334492,27.364121217880953,80.94534872222046,6.473641846328321,112.43421429649415,banana
11.151679905237232,43.78463335703546,15.563521364103483,26.306986341031553,55.58725417284305,8.01782553219245,35.58369943332102,mothbeans
16.818350633560474,29.37199832133365,26.630934344170882,26.127148572296946,93.1182556831802,6.061677258207757,195.3127887904206,coconut
91.59051490864044,41.26581060267625,36.61208220748635,24.441581595365378,83.80915545500264,6.144199849220145,191.7917039845348,jute
8.518221201112766,76.93502209518081,17.002204302583767,20.133679915577908,24.521472759935243,5.770336170949733,106.09996545321712,kidneybeans
133.13040954512857,56.850879220402014,18.65996982828415,23.58648486354424,76.0545581818651,7.939277445721495,83.80941051504855,cotton
17.766641988928953,56.82267162276914,20.64684954977224,27.306540374343932,63.861848761853814,6.155206253482448,49.6783353479454,lentil
116.10365686924834,52.47510872400688,19.0891760721677,23.022568477088797,75.2903059182352,6.122407010974401,67.56420160604671,cotton
68.8700880234458,46.11135257433454,41.04646170750044,23.685641858698485,80.12499343050528,5.009647753271942,261.97024758969735,rice
112.98335704809374,40.58870214236715,21.037761495594843,25.00109819188573,80.47020173969548,7.253954763043189,96.82338755057904,cotton
6.03932659620864,62.441784949949444,21.740598091362923,20.495714434271214,18.31037360860474,5.823448617849694,120.29689858837011,kidneybeans
38.552688714269806,76.18981763987605,76.46042781064506,19.91908080358859,15.614474681063806,8.14302169986218,68.56990337369588,chickpea
101.18097324105018,74.8897078974886,49.1191216212168,26.631443563684822,81.28668703085935,6.262158094561072,110.43296647167787,banana
10.989304928872594,5.291711545617639,25.4934613516381,28.653997472210033,96.72383844752444,6.07674738794985,178.97355460576287,coconut
40.42663723076791,64.94832430425065,49.48651249045376,35.36939237176918,90.86568125282287,6.689644499185637,164.48166744453934,papaya
83.4325347265865,10.072084506337216,53.67417424017939,24.93989480840768,85.12453950256871,6.198241178448037,48.90570095772201,watermelon
33.45323607376787,64.97450476746263,47.38749936331875,23.566429818801957,94.08553739387918,6.8287061747575075,191.55247255552214,papaya
81.67120044650738,34.74428790748349,44.02097850766784,27.038712038315364,78.27469231532004,6.235161468098029,170.47934424388654,jute
67.10639655708098,35.02751179472482,21.99624614199442,23.358054203411537,63.11294492447545,6.386487651710769,109.59986257829426,maize
24.187041496010217,14.13183683562436,33.23364144378929,29.441582706911202,93.5489925583339,6.363591087639541,218.6036712425083,coconut
117.5338029522102,18.061682322586368,51.7083037066494,28.036035682494695,90.73447547761542,6.555942999385972,20.422049769780152,muskmelon
20.619603552491974,40.98166402106808,20.252221765932838,29.27986640041793,89.2705041385132,7.069954871365722,51.376741899067085,mungbean
80.88330300008128,34.01982139284134,29.970524154748215,25.22981360822871,62.75349564916891,6.642823838425798,134.22328004621997,coffee
23.2901793554892,4.376405048401484,43.741681477493884,21.164569520253984,94.0713060708188,7.158523054717941,108.21981383808296,pomegranate
9.380547287581503,75.37092571030139,16.86773450827002,18.500411720923402,68.17238753459932,7.717262530404053,39.84040453070519,lentil
33.521851553511375,38.0522451864371,29.684217309080253,35.43184542117834,45.52290320148312,6.446602933750433,96.73046864818932,mango
61.613222899139075,50.61115725915657,50.46167493841854,39.34266849962523,94.48154228177984,6.593387518539304,120.68490208303739,papaya
47.990923778716294,57.109973702703655,53.3436180489213,29.083705483431967,89.96852685495924,6.625096922274006,126.73499505058543,papaya
36.757590800108716,76.99354674600185,20.438085187954098,25.92124007155211,68.4399259110858,7.082567494004533,51.17691060332064,lentil
69.59559145807093,53.94754564322938,46.668118368953756,39.77289500019852,90.73710771483786,6.920954429389728,123.27801562300586,papaya
97.40052004178486,7.452607276492964,51.93336463082685,24.923134961707817,87.05577328044107,6.23851262291437,49.00927528132602,watermelon
38.449054039210964,23.784905491171433,30.977634675828117,33.53339239728555,53.45645000033106,4.751626769509806,98.17318256390703,mango
89.26235096874828,24.919945034782327,53.345775408568514,24.70860688352327,85.08319518620897,6.354183318620394,49.13765041350222,watermelon
37.11471796303873,77.9737219844244,79.34630874930144,19.999388962100184,14.970535762823376,7.793603630802005,89.34431268801904,chickpea
55.27142534442122,66.63904134041455,16.218064525711608,34.40892580182932,69.8272275617506,6.605214977787923,70.04016846236198,blackgram
83.21241590752008,94.88697572227422,49.76686242480103,26.49538179549481,77.92461784647793,5.497622517825452,108.48530309254693,banana
85.91036378403948,78.90360486005906,45.3763432581412,27.82134373298806,82.33891312720381,5.8084151793773815,98.7377976821316,banana
43.81970532861916,77.35320078945604,20.751254502962215,32.622528308184435,61.069928328189654,7.316338411243281,61.4257948720053,blackgram
36.35096465363181,65.31968939712932,16.322785390352962,25.749133094254848,64.3186283055573,7.701626466316424,49.72104824979312,lentil
39.92362777505818,11.321329792374925,44.681535260694496,24.520685587823632,85.98781648657473,6.3338996037101625,111.78596226077192,pomegranate
36.926851108086844,54.86810832309804,82.21318492957813,19.410980286819573,17.99079577063751,8.417903068292748,78.78259250347149,chickpea
5.908036862533398,8.476354056444531,11.374455294394018,24.39949315597268,92.30672655448701,6.594790463887606,119.03566497766775,orange
54.07562879491891,66.74479702860104,51.71592659868924,35.69195386877587,93.4246213837415,6.590362539064446,141.20699074325245,papaya
110.18030708066566,7.498700073610464,45.08381464279128,26.545600547107544,84.56760031503968,6.193632968241762,48.11182500991603,watermelon
1.6199565208303182,24.07562918843484,33.58540740825817,28.832197521803405,55.186896652919636,6.478514173378266,94.17662571460302,mango
85.58109437048806,76.06758282400754,54.668081625884405,29.333873316140505,80.01191725721932,5.914115850922903,90.4956994799924,banana
17.29372925924678,58.65449914539676,16.816152219023152,18.39833105470386,23.243288800158165,5.6908361326807455,133.38896371695432,kidneybeans
99.60971473770661,57.86570287499562,40.411008877428095,23.268881459987078,87.77595450294542,6.672841970172454,160.67877076899902,jute
1.9985425864091795,123.03824947270698,204.32039165781808,22.405631479790063,90.79842866056606,5.75152564184874,125.07582095825329,apple
22.468895199145848,69.99753758837221,13.987644158370482,34.64208419122153,62.84504199005067,7.409482826412738,59.78433661552653,blackgram
1.2907205863376165,132.1708937501985,200.03149026488936,16.34559932043622,82.85514617524458,5.628596017732815,66.32998555317593,grapes
11.767414737719474,18.88852310616934,30.976497152168147,27.240301008407684,52.255124843976894,5.5678100023016155,92.58336460387086,mango
57.96561119795573,65.84332488649197,79.29944042471148,21.013073647426307,19.325249020685987,8.713129659153644,93.74901376846306,chickpea
129.60489137812732,42.611746397780145,16.20078546035961,25.558584904730655,77.3796939971917,6.741518757982199,79.08203179743101,cotton
115.03754369661159,47.518623980000825,15.550064426039768,25.53926820355109,84.22199194226087,7.171744309400984,88.5527770288221,cotton
74.01099356160724,55.486007274263315,22.119744794852657,18.287662276117818,66.33246230388905,6.82965436044469,80.71398228317777,maize
34.165672404254465,58.606631177003024,23.182760658178925,28.484502006818992,83.09372467315413,6.924358693838206,56.09416607417486,mungbean
5.142959867417664,18.684123936717455,13.7950445750291,33.108382712887575,93.61095264073296,7.436140918934381,119.03868557393037,orange
12.146768586564802,6.918463466860469,7.81363790472224,30.88305361168578,93.06014329893638,6.384759529746916,107.09944553260335,orange
40.20588406214292,69.62548731156478,20.317996509596746,31.802728813830445,44.99962730489887,5.630147991858633,146.40553558528018,pigeonpeas
38.666347197002544,138.2555808762565,203.60298075280792,21.168443874655367,82.10131389566233,6.417082264954954,73.81126655872086,grapes
25.02496171334868,64.79591101397405,20.33014528520583,33.88717243111932,68.55764148581062,6.880106157901864,69.94733683318499,blackgram
